Source,Target,Weight,Date
C785,M3684,3,2005-12-26
C785,M3756,2,2003-12-03
C785,M3765,3,2005-06-29
C785,M3825,1,2003-10-23
C785,M3864,5,2005-12-30
C785,M3925,4,2003-11-10
C785,M3962,4,2003-11-25
C785,M4056,4,2003-03-06
C785,M4080,3,2004-06-29
C785,M4109,3,2005-12-13
C785,M4216,3,2003-03-04
C785,M4342,5,2005-11-22
C785,M4356,4,2005-09-20
C785,M4432,5,2003-12-17
C787,M457,5,2004-09-19
C787,M571,5,2004-09-23
C787,M758,4,2004-09-29
C787,M1220,3,2004-10-11
C787,M1307,4,2004-09-28
C787,M1707,4,2004-09-21
C787,M1865,4,2004-12-15
C787,M2372,5,2005-01-31
C787,M2452,5,2004-09-08
C787,M2960,3,2004-09-29
C787,M3638,4,2004-09-08
C787,M3938,5,2004-11-19
C787,M4266,5,2004-09-08
C787,M4432,4,2004-11-13
C787,M4472,4,2004-09-21
C788,M30,4,2005-10-18
C788,M108,4,2004-08-02
C788,M167,4,2005-06-07
C788,M197,3,2004-11-15
C788,M273,3,2005-02-17
C788,M290,3,2005-03-15
C788,M297,2,2004-11-22
C788,M357,5,2004-04-05
C788,M361,5,2005-06-23
C788,M406,3,2005-07-08
C788,M416,2,2004-05-17
C788,M443,5,2005-02-21
C788,M457,4,2005-10-18
C788,M482,3,2005-10-18
C788,M483,4,2004-08-11
C788,M569,4,2004-01-05
C788,M645,4,2005-10-18
C788,M720,5,2005-03-02
C788,M886,4,2005-02-07
C788,M897,4,2005-07-08
C788,M1001,4,2005-03-08
C788,M1032,2,2005-01-19
C788,M1044,3,2004-05-03
C788,M1073,4,2005-07-06
C788,M1094,4,2003-10-14
C788,M1110,5,2004-11-09
C788,M1145,3,2005-10-18
C788,M1220,4,2004-11-15
C788,M1250,5,2004-02-23
C788,M1264,4,2005-10-18
C788,M1307,4,2004-03-30
C788,M1413,5,2004-03-22
C788,M1428,3,2005-10-18
C788,M1470,4,2005-08-08
C788,M1479,4,2004-03-15
C788,M1645,4,2003-10-22
C788,M1707,4,2004-09-07
C788,M1719,2,2005-05-16
C788,M1833,4,2004-01-20
C788,M1865,1,2004-11-10
C788,M1905,2,2005-10-18
C788,M1918,2,2004-11-29
C788,M1962,4,2004-06-21
C788,M2016,5,2004-03-26
C788,M2112,2,2004-03-23
C788,M2200,3,2004-08-09
C788,M2329,4,2004-11-10
C788,M2342,4,2005-03-28
C788,M2359,4,2005-01-04
C788,M2372,4,2005-10-18
C788,M2391,3,2004-06-14
C788,M2578,4,2005-10-18
C788,M2809,3,2005-08-29
C788,M2813,3,2005-04-22
C788,M2851,3,2003-10-22
C788,M2874,3,2004-11-29
C788,M2905,4,2003-07-31
C788,M2913,3,2005-06-13
C788,M3151,2,2005-10-18
C788,M3197,3,2004-10-28
C788,M3256,3,2004-01-20
C788,M3282,5,2005-03-08
C788,M3320,3,2005-10-18
C788,M3371,4,2003-12-19
C788,M3385,2,2003-11-04
C788,M3403,4,2004-02-20
C788,M3579,2,2004-01-05
C788,M3624,4,2004-03-26
C788,M3626,3,2003-10-22
C788,M3756,3,2005-07-25
C788,M3860,3,2003-12-23
C788,M3875,4,2005-02-21
C788,M3880,5,2004-02-05
C788,M3917,3,2005-10-18
C788,M3938,3,2004-12-13
C788,M3966,4,2005-01-22
C788,M4266,1,2005-08-08
C788,M4269,3,2003-11-10
C788,M4302,5,2005-04-06
C788,M4315,4,2005-06-06
C788,M4331,4,2004-01-20
C788,M4345,5,2003-08-21
C788,M4356,4,2005-10-18
C788,M4389,3,2003-11-06
C788,M4420,4,2004-08-11
C788,M4432,3,2005-10-18
C788,M4472,3,2004-04-30
C793,M273,4,2005-04-06
C793,M483,4,2005-05-18
C793,M1073,5,2005-07-02
C793,M1234,5,2005-05-05
C793,M1542,4,2005-07-01
C793,M2152,4,2005-05-25
C793,M2391,4,2005-09-08
C793,M2809,5,2005-09-27
C793,M3638,5,2005-08-23
C793,M4315,4,2005-08-13
C798,M483,3,2004-05-28
C798,M798,5,2005-11-05
C798,M861,5,2005-04-02
C798,M891,5,2004-07-31
C798,M1428,3,2004-05-08
C798,M1491,5,2005-04-02
C798,M1625,5,2004-05-28
C798,M1798,4,2004-05-28
C798,M1799,3,2004-05-28
C798,M2072,3,2004-05-28
C798,M2112,3,2004-05-08
C798,M2617,3,2004-05-28
C798,M2660,2,2004-05-28
C798,M2782,5,2005-11-05
C798,M3098,3,2004-05-28
C798,M3106,4,2004-05-28
C798,M3333,2,2005-05-21
C798,M3385,1,2004-05-08
C798,M4123,3,2004-05-28
C798,M4306,4,2004-05-28
C798,M4432,4,2004-06-14
C815,M28,4,2003-01-20
C815,M30,3,2004-04-21
C815,M187,3,2002-12-27
C815,M252,4,2003-01-05
C815,M353,2,2003-01-09
C815,M406,4,2005-07-18
C815,M474,4,2002-12-03
C815,M499,4,2003-04-01
C815,M551,4,2002-06-28
C815,M640,4,2002-06-28
C815,M708,4,2002-06-28
C815,M746,4,2002-10-05
C815,M798,4,2002-06-28
C815,M962,3,2003-06-16
C815,M984,4,2002-12-02
C815,M985,3,2002-06-28
C815,M1200,5,2002-02-18
C815,M1406,4,2003-06-13
C815,M1502,4,2002-03-20
C815,M1542,4,2002-12-18
C815,M1637,4,2003-03-04
C815,M1716,3,2002-06-28
C815,M1975,2,2003-03-09
C815,M2001,4,2005-08-23
C815,M2200,4,2002-11-14
C815,M2452,4,2002-11-14
C815,M2462,3,2003-03-09
C815,M2499,4,2003-03-14
C815,M2612,4,2002-06-28
C815,M2617,3,2003-06-25
C815,M2680,4,2003-05-29
C815,M2783,4,2003-03-25
C815,M2862,4,2002-06-28
C815,M2869,4,2002-06-28
C815,M3076,4,2002-11-11
C815,M3106,4,2002-06-28
C815,M3275,3,2003-05-29
C815,M3290,5,2003-03-14
C815,M3427,4,2002-12-18
C815,M3522,3,2003-03-04
C815,M3640,3,2003-06-25
C815,M3659,3,2003-07-25
C815,M3756,3,2003-06-09
C815,M3782,4,2003-03-09
C815,M3787,2,2003-04-21
C815,M3905,4,2002-11-11
C815,M3966,1,2005-04-26
C815,M3976,3,2002-12-03
C815,M4043,3,2003-01-20
C815,M4123,4,2002-06-28
C815,M4356,4,2003-03-04
C825,M197,3,2004-12-10
C825,M1110,4,2004-05-25
C825,M1145,3,2004-05-25
C825,M1744,4,2004-05-25
C825,M1918,3,2004-12-10
C825,M2072,3,2004-05-25
C825,M2152,3,2004-12-10
C825,M2372,4,2005-02-02
C825,M3106,4,2004-05-25
C825,M3890,3,2004-12-10
C825,M4472,3,2004-12-10
C828,M2938,5,2005-10-04
C828,M3860,2,2005-10-04
C828,M4123,2,2005-10-04
C829,M152,5,2005-07-05
C829,M730,5,2005-08-22
C829,M783,3,2005-06-14
C829,M1401,5,2005-05-26
C829,M1428,5,2005-06-27
C829,M1470,5,2005-08-10
C829,M1476,5,2005-06-27
C829,M1553,4,2005-06-21
C829,M1595,5,2005-10-18
C829,M1650,3,2005-08-11
C829,M2301,5,2005-12-30
C829,M2342,3,2005-08-08
C829,M2422,1,2005-04-29
C829,M2519,2,2005-05-02
C829,M2687,3,2005-06-14
C829,M2992,4,2005-05-12
C829,M3106,4,2005-06-27
C829,M3875,3,2005-08-04
C829,M4306,5,2005-06-27
C834,M30,3,2005-04-03
C834,M191,3,2005-04-03
C834,M210,4,2003-11-19
C834,M273,3,2005-04-14
C834,M299,2,2005-06-29
C834,M331,2,2005-04-27
C834,M334,1,2005-07-21
C834,M353,2,2005-06-29
C834,M517,3,2005-07-11
C834,M615,3,2005-05-05
C834,M658,3,2005-04-03
C834,M758,3,2005-04-03
C834,M831,3,2005-04-27
C834,M843,4,2005-08-23
C834,M862,3,2005-04-27
C834,M900,4,2005-10-17
C834,M954,3,2005-09-06
C834,M978,3,2003-11-19
C834,M1110,5,2005-03-14
C834,M1145,3,2005-06-29
C834,M1220,4,2005-04-03
C834,M1324,5,2003-12-23
C834,M1428,2,2005-04-21
C834,M1467,3,2005-04-22
C834,M1470,2,2005-04-21
C834,M1615,5,2005-08-17
C834,M1645,2,2003-12-01
C834,M1862,2,2003-12-01
C834,M1905,4,2005-04-03
C834,M1947,5,2005-06-29
C834,M1962,4,2005-04-03
C834,M2000,2,2005-04-27
C834,M2078,1,2005-05-03
C834,M2152,2,2005-07-06
C834,M2372,3,2005-03-29
C834,M2391,4,2005-04-03
C834,M2452,3,2005-03-28
C834,M2548,4,2005-03-29
C834,M2643,4,2005-06-29
C834,M2660,4,2005-04-27
C834,M2690,4,2005-03-29
C834,M2782,3,2005-05-03
C834,M2862,4,2005-04-03
C834,M2890,3,2005-06-29
C834,M2913,5,2005-06-29
C834,M3079,4,2005-03-09
C834,M3138,3,2005-07-11
C834,M3290,4,2005-05-03
C834,M3320,2,2005-04-03
C834,M3463,3,2005-04-27
C834,M3624,5,2005-03-28
C834,M3712,4,2005-12-01
C834,M3730,4,2005-03-28
C834,M3860,3,2005-04-03
C834,M3864,3,2005-11-03
C834,M3905,3,2005-06-29
C834,M3938,4,2005-03-22
C834,M3962,5,2005-03-09
C834,M4043,4,2003-10-17
C834,M4135,3,2005-05-03
C834,M4144,4,2005-07-06
C834,M4352,1,2005-04-27
C834,M4356,3,2005-04-03
C834,M4371,3,2005-11-09
C834,M4432,4,2005-04-03
C834,M4472,3,2005-04-03
C840,M17,2,2005-08-03
C840,M30,3,2004-08-21
C840,M108,4,2004-09-08
C840,M197,4,2004-09-30
C840,M357,4,2004-08-19
C840,M406,4,2005-08-24
C840,M758,2,2004-12-08
C840,M886,5,2005-02-28
C840,M1110,5,2004-07-25
C840,M1145,3,2004-01-26
C840,M1305,4,2004-08-19
C840,M1470,4,2004-01-26
C840,M1481,2,2003-10-26
C840,M1482,4,2004-06-25
C840,M1585,3,2003-01-09
C840,M1719,1,2005-09-09
C840,M1771,2,2005-09-14
C840,M1865,3,2004-12-08
C840,M1937,2,2005-04-29
C840,M1962,3,2004-11-10
C840,M2078,4,2004-08-21
C840,M2112,3,2004-01-26
C840,M2136,3,2004-09-06
C840,M2171,3,2004-05-22
C840,M2254,4,2003-11-23
C840,M2699,3,2004-05-22
C840,M2809,3,2005-09-09
C840,M2874,4,2005-01-12
C840,M2960,3,2005-02-07
C840,M3254,4,2003-10-26
C840,M3371,5,2004-01-26
C840,M3626,5,2004-02-06
C840,M3756,1,2003-12-10
C840,M3938,4,2005-01-27
C840,M3966,4,2005-02-16
C840,M4197,2,2004-05-22
C840,M4266,5,2004-11-10
C840,M4389,3,2003-11-04
C840,M4420,4,2004-11-10
C840,M4427,5,2005-10-27
C840,M4490,2,2004-10-06
C844,M1428,4,2005-10-09
C857,M201,4,2005-04-27
C857,M457,3,2005-04-14
C857,M483,2,2005-05-07
C857,M571,5,2001-11-10
C857,M607,3,2005-05-07
C857,M886,5,2005-03-04
C857,M1145,3,2005-05-07
C857,M1202,4,2005-05-07
C857,M1264,5,2005-03-24
C857,M1307,3,2005-04-21
C857,M1406,3,2005-05-07
C857,M1428,4,2005-02-09
C857,M1542,3,2001-11-10
C857,M1799,2,2005-05-07
C857,M1816,4,2005-02-13
C857,M2122,4,2005-05-07
C857,M2152,4,2005-04-21
C857,M2200,4,2005-05-07
C857,M2329,5,2005-05-09
C857,M2372,5,2005-04-21
C857,M2617,2,2005-05-07
C857,M2782,4,2001-11-10
C857,M3106,3,2005-05-07
C857,M3151,5,2005-04-21
C857,M3433,4,2005-05-07
C857,M3825,4,2005-05-07
C857,M3860,4,2005-05-07
C857,M4432,4,2004-01-05
C870,M1220,5,2005-01-02
C870,M2152,3,2005-01-02
C870,M2372,5,2005-01-10
C870,M2612,5,2005-01-10
C870,M3624,5,2004-12-17
C870,M3825,5,2005-01-10
C870,M4266,5,2005-01-01
C870,M4432,5,2004-12-17
C873,M1144,4,2005-06-28
C873,M1307,4,2005-06-28
C873,M1798,4,2005-06-28
C873,M3610,4,2005-06-28
C877,M270,5,2004-08-13
C877,M1046,2,2004-08-13
C877,M1307,1,2004-06-18
C877,M1481,1,2004-08-13
C877,M1962,5,2004-06-18
C877,M2372,5,2005-06-12
C877,M2743,3,2004-08-13
C877,M3182,3,2004-06-18
C877,M3624,5,2004-06-18
C877,M4356,4,2004-06-23
C906,M28,3,2005-02-10
C906,M30,3,2004-07-09
C906,M143,4,2002-12-28
C906,M156,3,2002-12-28
C906,M175,4,2002-12-28
C906,M187,1,2003-04-11
C906,M199,5,2002-12-28
C906,M257,5,2005-05-20
C906,M299,3,2002-12-28
C906,M311,4,2004-04-29
C906,M312,3,2003-01-05
C906,M313,3,2003-01-07
C906,M327,2,2003-08-28
C906,M329,3,2002-12-28
C906,M331,3,2003-05-31
C906,M348,4,2005-02-10
C906,M357,4,2004-07-09
C906,M413,3,2004-10-19
C906,M424,3,2003-03-23
C906,M442,4,2002-12-28
C906,M443,4,2004-12-06
C906,M482,4,2005-02-10
C906,M494,4,2004-04-29
C906,M524,4,2002-12-28
C906,M561,4,2003-08-28
C906,M571,4,2002-12-28
C906,M636,4,2005-08-15
C906,M705,3,2005-05-20
C906,M720,4,2005-02-10
C906,M788,4,2002-12-28
C906,M797,1,2003-03-17
C906,M798,4,2002-12-28
C906,M886,4,2005-05-20
C906,M963,5,2002-12-28
C906,M1058,5,2005-08-15
C906,M1075,3,2003-03-19
C906,M1102,4,2002-12-28
C906,M1144,4,2005-02-10
C906,M1180,5,2002-12-28
C906,M1202,3,2004-04-29
C906,M1234,3,2003-01-05
C906,M1305,3,2004-07-09
C906,M1367,5,2002-12-28
C906,M1370,4,2003-01-05
C906,M1394,2,2003-03-23
C906,M1401,4,2003-01-08
C906,M1428,3,2003-11-02
C906,M1466,5,2002-12-28
C906,M1470,5,2004-01-25
C906,M1476,5,2005-08-23
C906,M1590,4,2002-12-28
C906,M1615,3,2003-11-02
C906,M1642,4,2005-08-15
C906,M1646,3,2002-12-28
C906,M1655,3,2003-03-23
C906,M1661,4,2005-02-10
C906,M1673,4,2002-12-28
C906,M1682,3,2004-01-25
C906,M1700,2,2003-03-23
C906,M1707,4,2005-02-10
C906,M1746,4,2003-01-05
C906,M1798,3,2002-12-28
C906,M1800,3,2004-04-29
C906,M1837,4,2002-12-28
C906,M1865,3,2005-02-10
C906,M1867,4,2002-12-28
C906,M1890,4,2005-02-10
C906,M2000,3,2003-01-08
C906,M2009,4,2003-05-31
C906,M2016,4,2005-09-02
C906,M2122,5,2003-03-19
C906,M2139,4,2002-12-28
C906,M2161,4,2005-02-10
C906,M2171,4,2005-02-10
C906,M2209,4,2002-12-28
C906,M2260,2,2003-03-10
C906,M2302,4,2003-01-05
C906,M2317,3,2003-03-10
C906,M2423,3,2002-12-28
C906,M2462,5,2003-05-31
C906,M2465,4,2005-08-15
C906,M2498,5,2004-08-18
C906,M2512,4,2004-04-29
C906,M2525,4,2002-12-28
C906,M2640,4,2004-07-18
C906,M2660,4,2002-12-28
C906,M2690,3,2002-12-28
C906,M2699,3,2004-11-04
C906,M2743,3,2003-08-28
C906,M2755,4,2002-12-28
C906,M2782,2,2002-12-28
C906,M2848,4,2002-12-28
C906,M2851,3,2003-01-07
C906,M2862,4,2002-12-28
C906,M2866,3,2003-11-10
C906,M2874,2,2005-02-10
C906,M2913,4,2005-08-15
C906,M2916,2,2003-10-06
C906,M2944,4,2005-08-15
C906,M2965,5,2002-12-28
C906,M3058,4,2002-12-28
C906,M3079,5,2005-05-20
C906,M3148,3,2002-12-28
C906,M3165,4,2002-12-28
C906,M3215,2,2003-03-10
C906,M3216,5,2002-12-28
C906,M3227,3,2003-01-02
C906,M3265,4,2003-05-31
C906,M3282,4,2005-05-20
C906,M3290,5,2002-12-28
C906,M3331,3,2005-05-20
C906,M3350,2,2002-12-28
C906,M3355,5,2003-05-31
C906,M3368,4,2002-12-28
C906,M3371,3,2004-10-01
C906,M3466,2,2003-11-02
C906,M3510,4,2002-12-28
C906,M3541,5,2002-12-28
C906,M3544,4,2004-04-29
C906,M3599,2,2004-07-09
C906,M3605,4,2002-12-28
C906,M3611,5,2002-12-28
C906,M3626,3,2003-11-10
C906,M3696,4,2003-01-05
C906,M3709,2,2003-02-14
C906,M3756,4,2003-06-30
C906,M3782,3,2002-12-28
C906,M3798,4,2002-12-28
C906,M3824,3,2002-12-28
C906,M3825,2,2003-01-06
C906,M3860,2,2004-01-18
C906,M3870,4,2002-12-28
C906,M3893,3,2003-03-23
C906,M3917,4,2005-01-13
C906,M3946,2,2003-10-30
C906,M3962,4,2005-08-15
C906,M3975,1,2004-01-03
C906,M4123,2,2003-03-23
C906,M4157,3,2002-12-28
C906,M4159,5,2003-02-13
C906,M4171,2,2002-12-28
C906,M4227,3,2002-12-28
C906,M4266,3,2005-02-10
C906,M4302,4,2002-12-28
C906,M4306,5,2002-12-28
C906,M4345,5,2003-08-28
C906,M4356,4,2003-08-28
C906,M4364,5,2002-12-28
C906,M4441,3,2003-01-06
C906,M4452,2,2003-03-31
C906,M4454,5,2003-11-22
C906,M4465,3,2004-11-15
C906,M4479,4,2002-12-28
C906,M4488,3,2003-01-07
C906,M4497,4,2003-01-05
C909,M313,3,2004-10-22
C909,M457,5,2005-02-06
C909,M708,2,2002-02-06
C909,M798,3,2002-02-06
C909,M1110,4,2004-10-22
C909,M1305,1,2004-10-22
C909,M1542,5,2004-10-22
C909,M1561,3,2004-10-22
C909,M1650,1,2002-02-06
C909,M1700,3,2004-10-22
C909,M1798,4,2004-10-22
C909,M1833,3,2004-10-22
C909,M1905,5,2004-10-22
C909,M1962,4,2005-02-06
C909,M2372,5,2005-01-31
C909,M2391,4,2005-02-06
C909,M2580,3,2004-10-22
C909,M2699,4,2004-10-22
C909,M3256,2,2004-10-22
C909,M3333,2,2005-05-30
C909,M3624,4,2005-02-06
C909,M3825,4,2004-10-22
C909,M3938,5,2004-12-03
C909,M4306,5,2002-02-06
C909,M4432,4,2005-02-06
C911,M17,4,2005-10-24
C911,M56,4,2004-12-06
C911,M197,3,2005-04-06
C911,M331,3,2005-01-12
C911,M367,3,2005-10-28
C911,M406,4,2005-09-01
C911,M758,2,2004-10-27
C911,M872,4,2004-09-29
C911,M886,4,2005-05-13
C911,M989,2,2005-02-16
C911,M1073,3,2005-08-25
C911,M1220,5,2004-11-01
C911,M1632,2,2005-06-13
C911,M1865,1,2005-05-13
C911,M1962,3,2005-03-21
C911,M2372,4,2005-02-14
C911,M2457,4,2004-12-13
C911,M2874,3,2005-12-12
C911,M2912,5,2005-01-25
C911,M3015,2,2005-07-20
C911,M3282,2,2005-07-23
C911,M3333,3,2005-07-05
C911,M3612,1,2004-12-01
C911,M3713,3,2005-09-14
C911,M3966,3,2005-10-13
C915,M1,5,2005-08-17
C915,M252,4,2005-02-02
C915,M694,5,2005-08-17
C915,M2171,5,2005-02-27
C915,M3079,3,2005-02-27
C915,M3229,4,2005-06-27
C915,M4429,4,2005-06-08
C920,M468,2,2005-11-21
C920,M571,5,2005-10-17
C920,M758,3,2005-11-21
C920,M851,5,2005-12-25
C920,M1073,4,2005-11-17
C920,M1110,4,2005-11-21
C920,M1145,4,2005-10-17
C920,M1470,5,2005-11-21
C920,M1576,3,2005-11-03
C920,M1615,5,2005-10-17
C920,M1744,5,2005-11-21
C920,M1810,5,2005-10-17
C920,M1843,5,2005-12-25
C920,M1905,5,2005-10-17
C920,M1962,4,2005-11-21
C920,M2001,5,2005-10-17
C920,M2290,4,2005-10-17
C920,M2342,2,2005-11-21
C920,M2391,2,2005-11-21
C920,M2452,5,2005-10-17
C920,M2680,5,2005-10-17
C920,M2862,5,2005-10-17
C920,M3078,1,2005-12-25
C920,M3079,5,2005-10-17
C920,M3098,5,2005-10-17
C920,M3239,5,2005-10-17
C920,M3333,2,2005-11-21
C920,M3418,5,2005-11-21
C920,M3427,5,2005-10-17
C920,M3638,5,2005-12-25
C920,M3756,5,2005-11-21
C920,M3925,2,2005-11-21
C920,M3938,5,2005-10-17
C920,M3962,5,2005-10-17
C920,M4123,3,2005-12-25
C920,M4306,5,2005-10-17
C920,M4315,4,2005-12-11
C920,M4393,5,2005-12-25
C920,M4432,5,2005-11-21
C930,M33,5,2005-11-28
C930,M191,4,2005-09-30
C930,M270,1,2005-09-29
C930,M329,3,2005-10-10
C930,M468,4,2005-10-16
C930,M528,2,2005-11-10
C930,M1180,3,2005-10-10
C930,M1406,1,2005-09-29
C930,M1499,4,2005-10-28
C930,M1625,5,2005-09-30
C930,M1719,2,2005-09-30
C930,M1877,1,2005-09-29
C930,M1905,3,2005-10-08
C930,M2430,5,2005-09-30
C930,M2441,4,2005-10-05
C930,M2452,5,2005-09-30
C930,M2532,3,2005-10-04
C930,M2782,5,2005-09-30
C930,M2862,3,2005-10-04
C930,M3427,3,2005-09-29
C930,M3624,3,2005-10-13
C930,M3841,4,2005-10-04
C930,M3925,4,2005-09-29
C930,M3962,4,2005-09-30
C930,M4306,4,2005-09-30
C933,M18,4,2005-04-07
C933,M30,4,2005-04-11
C933,M175,3,2005-09-20
C933,M255,3,2005-11-26
C933,M299,4,2005-11-20
C933,M312,3,2005-10-06
C933,M313,4,2004-12-14
C933,M357,5,2005-03-19
C933,M482,3,2005-03-19
C933,M483,2,2005-04-07
C933,M760,3,2005-10-06
C933,M843,4,2005-06-10
C933,M908,4,2005-04-07
C933,M1080,4,2005-04-07
C933,M1145,3,2005-09-20
C933,M1180,5,2004-12-21
C933,M1267,3,2005-11-20
C933,M1289,3,2005-11-20
C933,M1435,5,2005-11-25
C933,M1542,3,2005-04-07
C933,M1754,3,2005-04-07
C933,M1865,5,2005-11-20
C933,M1923,5,2005-12-12
C933,M1962,3,2005-11-20
C933,M2122,2,2005-03-10
C933,M2152,2,2005-11-20
C933,M2391,3,2005-09-19
C933,M2443,4,2005-04-07
C933,M2660,3,2004-12-21
C933,M2701,4,2005-06-01
C933,M2782,5,2004-12-21
C933,M2803,4,2005-04-07
C933,M2874,3,2004-11-29
C933,M2953,4,2005-03-10
C933,M3079,4,2005-04-07
C933,M3153,3,2005-04-07
C933,M3239,3,2005-09-12
C933,M3282,4,2005-11-20
C933,M3418,3,2005-11-20
C933,M3446,4,2005-08-18
C933,M3538,3,2005-09-20
C933,M3593,3,2005-04-07
C933,M3610,1,2005-04-07
C933,M3612,5,2005-09-12
C933,M3826,3,2005-09-20
C933,M3860,3,2005-04-07
C933,M3917,5,2005-04-11
C933,M3926,2,2005-11-26
C933,M3960,3,2005-11-25
C933,M3962,3,2004-12-21
C933,M4123,4,2005-09-20
C933,M4320,2,2004-12-21
C933,M4409,5,2005-11-25
C933,M4472,5,2004-12-14
C933,M4488,3,2005-10-13
C939,M256,4,2005-01-30
C939,M290,3,2005-01-30
C939,M1700,3,2005-03-04
C939,M2149,5,2005-02-12
C939,M2874,3,2005-01-19
C939,M3151,5,2005-01-19
C939,M3282,5,2005-03-08
C939,M3903,4,2005-01-19
C939,M4392,4,2005-01-19
C939,M4472,5,2005-01-19
C944,M30,3,2004-07-02
C944,M330,4,2004-08-23
C944,M705,5,2004-08-23
C944,M1027,4,2004-06-28
C944,M1245,3,2004-08-23
C944,M1307,3,2004-06-27
C944,M1509,5,2004-07-31
C944,M1905,5,2004-06-27
C944,M2186,4,2004-06-28
C944,M2452,5,2004-06-27
C944,M2757,4,2004-11-09
C944,M2782,5,2004-07-19
C944,M2800,3,2004-10-22
C944,M2862,3,2004-06-27
C944,M4123,3,2004-06-27
C944,M4269,1,2004-12-02
C944,M4306,3,2004-06-28
C944,M4432,4,2004-08-23
C952,M457,4,2005-05-06
C952,M758,4,2005-05-06
C952,M3938,3,2005-05-06
C952,M4432,1,2005-05-06
C955,M329,2,2004-12-25
C955,M331,2,2004-11-22
C955,M2178,4,2004-11-29
C955,M2613,5,2004-12-25
C955,M2800,4,2004-11-22
C962,M181,3,2005-07-25
C962,M1719,2,2005-07-19
C962,M4315,5,2005-07-18
C967,M4,1,2005-01-25
C967,M271,2,2005-01-27
C967,M290,3,2005-12-02
C967,M482,3,2005-01-23
C967,M886,4,2005-10-07
C967,M1102,5,2004-12-17
C967,M1137,3,2005-05-22
C967,M1220,3,2005-10-07
C967,M1470,2,2005-04-04
C967,M1962,5,2004-12-28
C967,M2171,4,2005-01-23
C967,M2290,4,2005-01-08
C967,M2391,4,2005-04-04
C967,M2452,5,2005-04-04
C967,M2690,4,2005-04-19
C967,M2743,4,2005-01-08
C967,M2779,3,2005-01-08
C967,M2782,4,2005-01-08
C967,M2874,4,2005-04-04
C967,M3282,3,2005-12-02
C967,M3860,3,2005-04-04
C967,M3875,5,2005-02-17
C967,M3928,4,2005-11-04
C967,M3962,5,2005-11-04
C968,M571,3,2005-02-15
C968,M1145,4,2005-02-15
C968,M1659,4,2005-10-12
C968,M1798,4,2005-10-12
C968,M1843,3,2005-10-12
C968,M1865,3,2005-10-12
C968,M1905,5,2005-03-21
C968,M1962,5,2005-10-12
C968,M2152,4,2005-10-12
C968,M2209,5,2005-10-12
C968,M2299,5,2005-10-12
C968,M2372,5,2005-02-10
C968,M2800,5,2005-02-15
C968,M2874,3,2005-02-15
C968,M3071,3,2005-10-12
C968,M3427,4,2005-10-12
C968,M3433,5,2005-02-15
C968,M3478,5,2005-10-12
C968,M3860,3,2005-10-12
C968,M3917,4,2005-11-29
C968,M3938,4,2005-02-04
C968,M3962,4,2005-10-12
C968,M4214,2,2005-10-12
C968,M4306,4,2005-10-12
C979,M30,3,2004-05-12
C979,M44,5,2005-03-09
C979,M191,3,2004-01-23
C979,M273,2,2005-03-18
C979,M313,5,2005-02-01
C979,M410,2,2005-08-25
C979,M425,5,2004-11-18
C979,M483,2,2005-02-01
C979,M607,3,2005-02-01
C979,M723,3,2004-04-19
C979,M831,2,2004-01-29
C979,M1046,2,2004-05-17
C979,M1110,5,2004-05-12
C979,M1145,3,2004-01-29
C979,M1252,2,2004-07-14
C979,M1406,3,2005-02-01
C979,M1542,4,2004-10-22
C979,M1905,5,2004-03-17
C979,M1962,5,2004-12-31
C979,M1975,1,2004-01-29
C979,M2097,3,2005-03-31
C979,M2122,1,2004-10-22
C979,M2152,3,2004-01-29
C979,M2372,5,2004-12-21
C979,M2452,3,2004-01-06
C979,M2612,2,2004-01-29
C979,M2638,5,2004-11-17
C979,M2699,3,2004-06-01
C979,M2872,4,2005-04-22
C979,M2874,3,2005-02-01
C979,M2991,4,2005-05-31
C979,M3098,2,2004-01-29
C979,M3106,4,2004-10-22
C979,M3138,3,2005-06-22
C979,M3151,1,2005-03-09
C979,M3253,2,2004-05-17
C979,M3348,3,2004-10-22
C979,M3371,4,2004-02-05
C979,M3427,3,2004-10-22
C979,M3433,4,2004-10-22
C979,M3579,4,2004-01-23
C979,M3624,3,2004-06-02
C979,M3638,3,2004-02-05
C979,M3784,5,2005-03-22
C979,M3825,4,2004-10-22
C979,M3860,4,2005-02-01
C979,M3926,4,2004-06-01
C979,M3962,5,2004-01-23
C979,M4078,4,2004-10-19
C979,M4123,1,2004-10-22
C979,M4266,1,2004-11-01
C979,M4298,1,2004-01-29
C979,M4306,5,2004-11-10
C979,M4352,3,2005-04-20
C979,M4393,2,2004-01-29
C979,M4432,5,2004-10-22
C981,M30,2,2005-02-22
C981,M175,5,2002-12-07
C981,M187,1,2003-05-10
C981,M199,4,2004-11-16
C981,M223,5,2004-12-14
C981,M269,3,2004-12-28
C981,M311,4,2004-12-01
C981,M312,3,2004-12-14
C981,M329,3,2004-12-28
C981,M331,3,2004-12-01
C981,M357,4,2004-11-16
C981,M416,3,2005-11-29
C981,M457,5,2004-11-16
C981,M482,3,2005-04-19
C981,M494,4,2003-12-30
C981,M571,4,2002-12-07
C981,M636,3,2004-12-28
C981,M642,3,2005-02-16
C981,M720,4,2004-12-28
C981,M758,3,2005-06-03
C981,M788,5,2002-12-07
C981,M798,3,2004-12-01
C981,M872,5,2003-01-17
